"Location","Species","1997","1998","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","yrs.obs","max.obs","min.obs"
"PALO","AMRE",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0
"PALO","BANA",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"PALO","BAWW",0,0,NA,NA,0,0,0,0,0,0,0,1,0,1,2,0
"PALO","BCPT",1,1,NA,NA,0,1,1,1,0,1,1,0,0,7,4,0
"PALO","BFGR",1,0,NA,NA,0,0,0,0,0,0,0,0,0,1,11,0
"PALO","BITH",1,1,NA,NA,1,1,1,1,1,1,1,1,1,11,7,2
"PALO","BTBW",1,1,NA,NA,1,1,1,0,1,1,1,1,1,10,8,1
"PALO","COYE",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0
"PALO","GABU",0,1,NA,NA,1,0,0,1,1,1,0,0,0,5,4,0
"PALO","GAEL",0,1,NA,NA,0,0,1,0,0,0,0,0,0,2,3,0
"PALO","GRCA",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"PALO","GTGT",1,1,NA,NA,1,1,1,1,0,1,1,1,1,10,9,1
"PALO","HHTA",1,1,NA,NA,0,0,0,0,0,1,0,1,0,4,10,0
"PALO","HIEM",1,1,NA,NA,1,1,1,1,0,0,1,0,1,8,9,0
"PALO","HILC",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"PALO","HIPE",1,0,NA,NA,1,1,1,0,1,0,1,0,0,6,4,0
"PALO","HIPK",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"PALO","HISP",1,0,NA,NA,1,0,1,0,1,1,1,1,1,8,6,0
"PALO","HITR",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0
"PALO","HIWO",1,0,NA,NA,0,1,0,1,0,0,1,1,0,5,2,0
"PALO","KEWA",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"PALO","LATH",0,1,NA,NA,0,0,0,0,0,0,0,0,0,1,3,0
"PALO","MYWA",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"PALO","NBTO",1,1,NA,NA,1,1,1,1,1,1,1,1,1,11,10,3
